Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
Standard Class,Corporate,United States,Lakewood,New Jersey,8701,East,Office Supplies,Envelopes,51.12,4,0.0,23.004
Standard Class,Corporate,United States,Lakewood,New Jersey,8701,East,Technology,Accessories,90.0,1,0.0,32.4
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Storage,375.34,1,0.0,18.767
Second Class,Consumer,United States,New York City,New York,10009,East,Furniture,Furnishings,114.9,5,0.0,39.066
Same Day,Consumer,United States,Fairfield,Connecticut,6824,East,Furniture,Tables,181.797,1,0.3,-15.5826
Same Day,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,44.94,3,0.0,12.5832
Same Day,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,45.576,3,0.2,15.9516
First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,60.312,3,0.2,5.2773
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Storage,281.904,2,0.2,10.5714
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Envelopes,201.432,3,0.2,67.9833
Standard Class,Corporate,United States,New York City,New York,10035,East,Furniture,Furnishings,15.24,3,0.0,5.1816
Standard Class,Consumer,United States,Fairfield,Ohio,45014,East,Office Supplies,Binders,63.924,7,0.7,-46.8776
First Class,Home Office,United States,New York City,New York,10035,East,Technology,Machines,1704.89,11,0.0,767.2005
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,50.997,1,0.7,-40.7976
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,76.792,1,0.2,-16.3183
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,539.964,6,0.4,-107.9928
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,60.312,3,0.2,5.2773
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,1.944,3,0.7,-1.4256
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Binders,25.344,6,0.2,8.8704
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,232.4,5,0.2,78.435
Standard Class,Consumer,United States,Oceanside,New York,11572,East,Furniture,Chairs,271.764,2,0.1,48.3136
Standard Class,Consumer,United States,Oceanside,New York,11572,East,Office Supplies,Binders,14.376,3,0.2,4.8519
Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Appliances,68.94,3,0.0,20.682
Standard Class,Home Office,United States,New York City,New York,10009,East,Furniture,Furnishings,128.82,3,0.0,50.2398
Second Class,Consumer,United States,Quincy,Massachusetts,2169,East,Office Supplies,Paper,122.97,3,0.0,60.2553
Second Class,Consumer,United States,Quincy,Massachusetts,2169,East,Furniture,Tables,244.615,1,0.3,20.967
Second Class,Consumer,United States,Quincy,Massachusetts,2169,East,Technology,Phones,59.97,3,0.0,28.7856
Second Class,Consumer,United States,Quincy,Massachusetts,2169,East,Office Supplies,Paper,81.54,9,0.0,36.693
Second Class,Consumer,United States,Quincy,Massachusetts,2169,East,Office Supplies,Fasteners,11.68,4,0.0,5.256
Second Class,Consumer,United States,Quincy,Massachusetts,2169,East,Office Supplies,Binders,29.0,5,0.0,13.92
Standard Class,Consumer,United States,New York City,New York,10024,East,Technology,Accessories,89.97,3,0.0,18.8937
Standard Class,Corporate,United States,Bristol,Connecticut,6010,East,Technology,Phones,359.98,2,0.0,93.5948
Standard Class,Corporate,United States,Bristol,Connecticut,6010,East,Furniture,Tables,70.56,1,0.3,-4.032
Standard Class,Corporate,United States,Bristol,Connecticut,6010,East,Office Supplies,Binders,20.88,2,0.0,9.6048
Standard Class,Corporate,United States,Bristol,Connecticut,6010,East,Office Supplies,Binders,3.81,1,0.0,1.8288
Second Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Paper,30.44,4,0.0,14.3068
Second Class,Home Office,United States,New York City,New York,10024,East,Furniture,Furnishings,35.28,3,0.0,11.9952
Standard Class,Home Office,United States,Revere,Massachusetts,2151,East,Office Supplies,Paper,19.44,3,0.0,9.3312
Standard Class,Home Office,United States,Revere,Massachusetts,2151,East,Office Supplies,Binders,37.88,2,0.0,18.94
Standard Class,Consumer,United States,Hempstead,New York,11550,East,Furniture,Furnishings,28.44,3,0.0,11.376
Standard Class,Consumer,United States,Hempstead,New York,11550,East,Furniture,Chairs,364.41,5,0.1,8.098
Standard Class,Consumer,United States,Hempstead,New York,11550,East,Technology,Phones,39.96,4,0.0,10.3896
Standard Class,Consumer,United States,Hempstead,New York,11550,East,Furniture,Chairs,361.764,2,0.1,68.3332
First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,24.048,9,0.2,7.2144
Second Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Envelopes,17.94,3,0.0,8.7906
Second Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,384.174,7,0.1,29.8802
Second Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,1799.75,5,0.0,539.925
Same Day,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Paper,40.032,6,0.2,15.012
Standard Class,Home Office,United States,Columbus,Ohio,43229,East,Furniture,Chairs,281.372,2,0.3,-12.0588
Standard Class,Home Office,United States,Columbus,Ohio,43229,East,Furniture,Chairs,281.372,2,0.3,-12.0588
Standard Class,Home Office,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,7.488,8,0.7,-5.2416
Standard Class,Home Office,United States,Columbus,Ohio,43229,East,Furniture,Furnishings,22.336,4,0.2,7.8176
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,10.368,2,0.2,3.6288
Standard Class,Home Office,United States,New York City,New York,10024,East,Furniture,Chairs,271.764,2,0.1,60.392
Second Class,Home Office,United States,Lancaster,Ohio,43130,East,Office Supplies,Paper,32.896,4,0.2,11.1024
Second Class,Home Office,United States,Lancaster,Ohio,43130,East,Furniture,Tables,215.148,2,0.4,-103.9882
Second Class,Home Office,United States,Lancaster,Ohio,43130,East,Office Supplies,Paper,30.96,6,0.2,11.223
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,108.92,14,0.0,49.014
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Envelopes,16.74,3,0.0,8.37
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Appliances,2504.74,7,0.0,626.185
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,84.784,2,0.2,-16.9568
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,Storage,29.9,5,0.0,5.083
First Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Paper,70.88,2,0.0,33.3136
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Technology,Accessories,71.976,3,0.2,19.7934
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Furnishings,22.512,3,0.2,2.2512
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,3.444,2,0.7,-2.7552
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,538.194,2,0.7,-412.6154
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Technology,Accessories,47.984,2,0.2,14.3952
Second Class,Consumer,United States,Perth Amboy,New Jersey,8861,East,Office Supplies,Art,286.79,7,0.0,74.5654
Standard Class,Corporate,United States,Revere,Massachusetts,2151,East,Office Supplies,Appliances,61.96,2,0.0,16.1096
Standard Class,Corporate,United States,Revere,Massachusetts,2151,East,Furniture,Bookcases,361.96,2,0.0,83.2508
Standard Class,Corporate,United States,Revere,Massachusetts,2151,East,Office Supplies,Paper,278.82,9,0.0,125.469
Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,10.848,2,0.2,3.5256
Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Technology,Accessories,18.544,2,0.2,3.0134
Standard Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Binders,7.92,4,0.0,3.564
Second Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Storage,900.08,4,0.0,117.0104
Same Day,Corporate,United States,New York City,New York,10035,East,Office Supplies,Supplies,54.9,5,0.0,15.372
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,40.74,3,0.0,0.4074
First Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Furnishings,5.352,3,0.2,1.6056
First Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Chairs,99.372,2,0.3,-7.098
First Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Art,2.672,1,0.2,0.3674
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,7.476,1,0.7,-5.9808
Second Class,Consumer,United States,Akron,Ohio,44312,East,Office Supplies,Art,8.256,4,0.2,0.6192
Second Class,Consumer,United States,Akron,Ohio,44312,East,Office Supplies,Binders,25.56,5,0.7,-20.448
Second Class,Consumer,United States,Akron,Ohio,44312,East,Office Supplies,Binders,4.368,2,0.7,-3.0576
Second Class,Consumer,United States,Akron,Ohio,44312,East,Office Supplies,Paper,11.52,4,0.2,3.744
Standard Class,Consumer,United States,Long Beach,New York,11561,East,Office Supplies,Art,11.68,2,0.0,5.4896
Standard Class,Consumer,United States,Long Beach,New York,11561,East,Office Supplies,Art,104.8,10,0.0,26.2
Standard Class,Home Office,United States,Lancaster,Ohio,43130,East,Technology,Phones,1169.694,3,0.4,-253.4337
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,465.18,3,0.0,120.9468
Standard Class,Home Office,United States,Toledo,Ohio,43615,East,Office Supplies,Binders,22.428,3,0.7,-17.9424
Standard Class,Home Office,United States,Toledo,Ohio,43615,East,Office Supplies,Storage,37.52,5,0.2,3.752
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Art,2.624,1,0.2,0.4264
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,15.552,3,0.2,5.4432
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Accessories,64.704,6,0.2,-4.8528
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,17.472,3,0.2,5.0232
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,135.516,1,0.4,-31.6204
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Paper,12.448,2,0.2,3.89
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Chairs,657.93,5,0.3,-93.99
Standard Class,Home Office,United States,Columbia,Maryland,21044,East,Office Supplies,Paper,277.4,5,0.0,133.152
Standard Class,Home Office,United States,Columbia,Maryland,21044,East,Furniture,Furnishings,25.16,2,0.0,8.5544
Standard Class,Home Office,United States,Columbia,Maryland,21044,East,Furniture,Furnishings,91.92,4,0.0,31.2528
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Envelopes,29.34,3,0.0,13.4964
Second Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,139.44,3,0.2,47.061
Standard Class,Corporate,United States,Newark,Ohio,43055,East,Office Supplies,Labels,6.912,3,0.2,2.5056
Standard Class,Corporate,United States,Newark,Ohio,43055,East,Office Supplies,Storage,27.096,3,0.2,2.0322
Standard Class,Corporate,United States,Newark,Ohio,43055,East,Office Supplies,Storage,177.568,2,0.2,-37.7332
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,16.448,2,0.2,5.5512
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19134,East,Technology,Accessories,36.784,2,0.2,10.5754
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,9.555,5,0.7,-7.3255
Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Appliances,52.272,3,0.2,9.801
Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Appliances,213.136,7,0.2,23.9778
Standard Class,Home Office,United States,Springfield,Ohio,45503,East,Office Supplies,Labels,9.216,4,0.2,3.3408
Standard Class,Home Office,United States,Springfield,Ohio,45503,East,Technology,Phones,41.958,7,0.4,-9.7902
Standard Class,Home Office,United States,Springfield,Ohio,45503,East,Office Supplies,Paper,89.568,2,0.2,32.4684
Standard Class,Home Office,United States,Springfield,Ohio,45503,East,Office Supplies,Paper,22.248,3,0.2,7.5087
Standard Class,Home Office,United States,Springfield,Ohio,45503,East,Office Supplies,Appliances,334.88,4,0.2,29.302
Standard Class,Home Office,United States,Springfield,Ohio,45503,East,Furniture,Furnishings,148.288,7,0.2,29.6576
Standard Class,Home Office,United States,Springfield,Ohio,45503,East,Office Supplies,Paper,4.624,1,0.2,1.6762
Standard Class,Home Office,United States,Springfield,Ohio,45503,East,Technology,Accessories,178.92,7,0.2,-29.0745
Standard Class,Home Office,United States,Springfield,Ohio,45503,East,Office Supplies,Binders,69.888,7,0.7,-46.592
Standard Class,Corporate,United States,Dublin,Ohio,43017,East,Technology,Accessories,9.096,1,0.2,1.7055
Standard Class,Home Office,United States,Quincy,Massachusetts,2169,East,Technology,Accessories,258.9,10,0.0,93.204
Standard Class,Home Office,United States,Quincy,Massachusetts,2169,East,Office Supplies,Paper,24.56,2,0.0,11.5432
Standard Class,Home Office,United States,Troy,Ohio,45373,East,Office Supplies,Envelopes,8.872,1,0.2,3.2161
Standard Class,Home Office,United States,Troy,Ohio,45373,East,Office Supplies,Binders,121.104,6,0.7,-100.92
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Chairs,127.372,2,0.3,-30.9332
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Paper,47.952,3,0.2,16.1838
Standard Class,Consumer,United States,Clinton,Maryland,20735,East,Office Supplies,Fasteners,15.8,4,0.0,5.056
Standard Class,Consumer,United States,Clinton,Maryland,20735,East,Technology,Machines,464.97,3,0.0,209.2365
Standard Class,Consumer,United States,Clinton,Maryland,20735,East,Furniture,Furnishings,181.96,2,0.0,20.0156
Standard Class,Consumer,United States,Clinton,Maryland,20735,East,Office Supplies,Labels,12.39,3,0.0,5.6994
Standard Class,Consumer,United States,Clinton,Maryland,20735,East,Office Supplies,Binders,84.09,3,0.0,42.045
Standard Class,Consumer,United States,Clinton,Maryland,20735,East,Office Supplies,Art,79.36,4,0.0,32.5376
Standard Class,Consumer,United States,Clinton,Maryland,20735,East,Office Supplies,Binders,153.36,9,0.0,70.5456
Standard Class,Consumer,United States,Clinton,Maryland,20735,East,Office Supplies,Binders,43.68,6,0.0,21.4032
Standard Class,Consumer,United States,Clinton,Maryland,20735,East,Office Supplies,Storage,98.21,7,0.0,28.4809
Second Class,Home Office,United States,Yonkers,New York,10701,East,Technology,Accessories,163.96,4,0.0,70.5028
Standard Class,Corporate,United States,Rochester,New York,14609,East,Furniture,Furnishings,37.93,1,0.0,6.8274
Second Class,Corporate,United States,Toledo,Ohio,43615,East,Furniture,Furnishings,15.168,2,0.2,3.792
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,Storage,360.38,2,0.0,93.6988
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,Art,11.16,2,0.0,2.79
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,Labels,14.94,3,0.0,6.8724
Standard Class,Corporate,United States,Clinton,Maryland,20735,East,Office Supplies,Storage,41.96,2,0.0,7.9724
